Post Number,Platform,Username,Content URL,Text,Creation Date,Likes,Comments,Additional Info,index,cleaned_text,segment
1,YouTube,@allindiabakchod,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=38"">00:38</a> - On Nepotism<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=147"">02:27</a> - Jagga Jasoos<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=297"">04:57</a> - Bombay Velvet<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=475"">07:55</a> - On Media Stories<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=580"">09:40</a> - Cringiest Thing For Love<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=897"">14:57</a> - Dating Actresses and Tinder<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=920"">15:20</a> - Channa Mereya<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=950"">15:50</a> - On Mansplaining<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1060"">17:40</a> - Roles of Self-Discovery<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1298"">21:38</a> - Script Narration and DVD <br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1385"">23:05</a> - Sanjay Dutt Biopic",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",1,href nepotism br href jagga jasoos br href bombay velvet br href media stories br href cringiest thing love br href dating actresses tinder br href channa mereya br href mansplaining br href roles self discovery br href script narration dvd br href sanjay dutt biopic,1
2,YouTube,@SahilLZesports,https://www.youtube.com/watch?v=Vev2ybF2Z6g,And now !!!animal ❤❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",2,animal,1
3,YouTube,@Amar665,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"Rohan Joshi, kitne baar beechmein tokega..",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",3,rohan joshi kitne baar beechmein tokega,1
4,YouTube,@RichaLama-ui2rd,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Bhai Thoda hindi mai bhi baat Karlo hum America mai nahi hai,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",4,bhai thoda hindi mai bhi baat karlo hum america mai nahi hai,1
5,YouTube,@MayankSingh.0702,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Why the guy in white dancing ?,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",5,guy white dancing,1
6,YouTube,@anishsinai,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Let him speak 😤😤😤🤬🤬🤬fuckers,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",6,let speak fuckers,1
7,YouTube,@ashurarts7825,https://www.youtube.com/watch?v=Vev2ybF2Z6g,just to say i didn&#39;t really like a lot of bollywood films because action or romance isn&#39;t really my type and in a lot of bollywood movie action or romance usually becomes the main plot but swades and jagga jasoos are one the best i considered to be made in bollywood cinema,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",7,say 39 really like lot bollywood films action romance 39 really type lot bollywood movie action romance usually becomes main plot swades jagga jasoos one best considered made bollywood cinema,1
8,YouTube,@amritasingharay3095,https://www.youtube.com/watch?v=Vev2ybF2Z6g,So Tanmay was this lean before????😱,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",8,tanmay lean,1
9,YouTube,@ShivamThakur-dp4qf,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=333"">05:33</a> Did he just touch his shoe then...his face...like what....",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",9,href touch shoe face like,1
10,YouTube,@victorrenz4453,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"Stop using the f word, you dont get why people use the word and why… All your trying to do is punch up the sentence by using the word",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",10,stop using f word dont get people use word trying punch sentence using word,1
11,YouTube,@pratapjittu1,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Rohan... He sounds like cringe,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",11,rohan sounds like cringe,1
12,YouTube,@kiranbohara9700,https://www.youtube.com/watch?v=Vev2ybF2Z6g,And i came from shorts of trolling coffee with karan😂😂😂😂😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",12,came shorts trolling coffee karan,1
13,YouTube,@kiranbohara9700,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Anyone watching in 2025🎉🎉,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",13,anyone watching 2025,1
14,YouTube,@sachinshukla992,https://www.youtube.com/watch?v=Vev2ybF2Z6g,🎉,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",14,,1
15,YouTube,@smugwise,https://www.youtube.com/watch?v=Vev2ybF2Z6g,They&#39;ve done podcasts even before it was a thing,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",15,39 done podcasts even thing,1
16,YouTube,@TheShivamopinions,https://www.youtube.com/watch?v=Vev2ybF2Z6g,So like after AIB it’s only Nikhil Kamath who was able to bring Ranbir for the podcast ?,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",16,like aib nikhil kamath able bring ranbir podcast,1
17,YouTube,@ridaasim5021,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Its clear after this that his father never appreciated him.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",17,clear father never appreciated,1
18,YouTube,@AstralNepoleon,https://www.youtube.com/watch?v=Vev2ybF2Z6g,watching this in 2024 that guy is happily married to aliya bhatt and has a daughter,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",18,watching 2024 guy happily married aliya bhatt daughter,1
19,YouTube,@asmataj786,https://www.youtube.com/watch?v=Vev2ybF2Z6g,They are act like a actors. But they are over acting ki dukan,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",19,act like actors acting ki dukan,1
20,YouTube,@saqlain0911,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Superstar RK ERA ❤️‍🔥👑,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",20,superstar rk era,1
21,YouTube,@geekysunny01,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Worst mic . .  .,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",21,worst mic,1
22,YouTube,@anilbehera5551,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ranbir kapoor always straight forward,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",22,ranbir kapoor always straight forward,1
23,YouTube,@eats_delectable,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Why are they not letting him SPEAK🤦‍♀️lame jokes and loud laughs unnecessarily,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",23,letting speak lame jokes loud laughs unnecessarily,1
24,YouTube,@dakku_op8279,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Till I cant understand some of the rohanz joke,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",24,till cant understand rohanz joke,1
25,YouTube,@Dreamer9.,https://www.youtube.com/watch?v=Vev2ybF2Z6g,How do you deal with that sadness ( channa mereya ? 😂😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",25,deal sadness channa mereya,1
26,YouTube,@sakhijamkar5696,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ranbir had game even when he thought he had no game,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",26,ranbir game even thought game,1
27,YouTube,@JenkinsRudolf-c6k,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Taylor Brian Taylor Maria Jones Helen,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",27,taylor brian taylor maria jones helen,1
28,YouTube,@akshaykamathb2788,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=596"">9:56</a> Out of like 8 of your friends you are Dating someone so your the Hero.<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=642"">10:42</a> 1st kiss 7th Grade<br><a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=862"">14:22</a> The Thing is I have never been single in my life. since the age of 13, 7th Grade till now like last year I have always been in a relationship.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",28,href like 8 friends dating someone hero br href 1st kiss 7th grade br href thing never single life since age 13 7th grade till like last year always relationship,1
29,YouTube,@sujalarya8944,https://www.youtube.com/watch?v=Vev2ybF2Z6g,jija salla,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",29,jija salla,1
30,YouTube,@AyushMehani,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Which watch is ranbir wearing? Anyone?,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",30,watch ranbir wearing anyone,1
31,YouTube,@vijayabagul7398,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ranbir is soft spoken n good guy...<br>These guys are not letting him talk ...<br>They had their father on the show SRK that time no one was talking 😅,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",31,ranbir soft spoken n good guy br guys letting talk br father show srk time one talking,1
32,YouTube,@DeepankarDetrox,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1258"">20:58</a> didnt even let us hear what the P.S. he had to say 😂 stop cutting ppl off rohan",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",32,href didnt even let us hear p say stop cutting ppl rohan,1
33,YouTube,@susmitabiswas8887,https://www.youtube.com/watch?v=Vev2ybF2Z6g,I dont know how jagga jasoos got flop. I loved that film,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",33,dont know jagga jasoos got flop loved film,1
34,YouTube,@aman3116,https://www.youtube.com/watch?v=Vev2ybF2Z6g,What is the probability of 5 people in a room and all of them wearing glasses,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",34,probability 5 people room wearing glasses,1
35,YouTube,@reubenvarghese5066,https://www.youtube.com/watch?v=Vev2ybF2Z6g,coming back to this after Animal,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",35,coming back animal,1
36,YouTube,@Inspire.changee,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Bc ye 7 sal purana hai...,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",36,bc ye 7 sal purana hai,1
37,YouTube,@ruchik05,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Who is that interviewer in white T shirt .. such a pain to watch.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",37,interviewer white shirt pain watch,1
38,YouTube,@gracesumana5036,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Indian SNL!!!,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",38,indian snl,1
39,YouTube,@bryxxdore4150,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Rohan is so annoying,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",39,rohan annoying,1
40,YouTube,@Dd-ks8kf,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Who’s here after Nikhil Kamath podcast,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",40,nikhil kamath podcast,1
41,YouTube,@QoSabKuch,https://www.youtube.com/watch?v=Vev2ybF2Z6g,You know how we can see that though he might be overrated  he is a good actor? Because all through the interview he lies with a straight face smiling ..and the bakchods are ready to blindly lap up whatever he&#39;s dishing out!! 😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",41,know see though might overrated good actor interview lies straight face smiling bakchods ready blindly lap whatever 39 dishing,1
42,YouTube,@QoSabKuch,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"And then to promote Jagga Jasoos, you called exclusively the epitome of nepotism, Ranbir Kapoor..and not Katrina Kaif, who probably worked equally hard, if not harder at making it!! And then..the movie flopped..BiG TIME!!",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",42,promote jagga jasoos called exclusively epitome nepotism ranbir kapoor katrina kaif probably worked equally hard harder making movie flopped big time,2
43,YouTube,@Reemarajb,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Radhe krishna 🙏❤😊😊😊,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",43,radhe krishna,2
44,YouTube,@RohitKumar-ig8jo,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Prashu baby..  for sweety 😂😂😂..,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",44,prashu baby sweety,2
45,YouTube,@sagarakabaalo,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Who is here after the re-release of Rockstar!?,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",45,release rockstar,2
46,YouTube,@sidxio,https://www.youtube.com/watch?v=Vev2ybF2Z6g,dude this is too good!,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",46,dude good,2
47,YouTube,@fauzi26731,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"All these guys are such illiterate and kid like idiots, no maturity, no style, no chivalry, just a bIg SHIT.... Ranbir should have declined these losers.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",47,guys illiterate kid like idiots maturity style chivalry big shit ranbir declined losers,2
48,YouTube,@JunuChettri-q3s,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Nepotism is everywhere  not only in bollywood..,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",48,nepotism everywhere bollywood,2
49,YouTube,@joeydrakeramoray1324,https://www.youtube.com/watch?v=Vev2ybF2Z6g,He is a upcoming star ⭐️,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",49,upcoming star,2
50,YouTube,@rmkworldd,https://www.youtube.com/watch?v=Vev2ybF2Z6g,It&#39;s actually really saddening to see Indian people making fun of the BIGGEST SUPERSTAR Of Pakistan who worked in their industry. Wihtout even knowing ke alot of indian men/women will literally die for FAWAD.  Kudos to Ranbir for the support.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",50,39 actually really saddening see indian people making fun biggest superstar pakistan worked industry wihtout even knowing ke alot indian men women literally die fawad kudos ranbir support,2
51,YouTube,@mxrufsheikh8140,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Why did those guys interrupting after questioning Him let Him Finish First dude,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",51,guys interrupting questioning let finish first dude,2
52,YouTube,@dishadas4869,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"First of all, they just don&#39;t know how to behave with people and then they have opened a YouTube channel and then taking the interview of RANBIR KAPOOR who is literally one the finest actors, such a down to earth person, soo generous and humble. I don&#39;t understand why are they making fun of themselves???🤣🤣 Just to get attention from people because who the hell will look at them when Ranbir is there??🤣🤣 Or they just get it that they cannot be that good like him so they become mosquitoes and interrupting him constantly?? Weird way to get attention, soooo sillyyyyyyy!!🤣🤣<br><br>And hats off to RK for tolerating such disgusting people!❤️ Afterall, ROYALTY matters.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",52,first 39 know behave people opened youtube channel taking interview ranbir kapoor literally one finest actors earth person soo generous humble 39 understand making fun get attention people hell look ranbir get good like become mosquitoes interrupting constantly weird way get attention soooo sillyyyyyyy br br hats rk tolerating disgusting people afterall royalty matters,2
53,YouTube,@shivanyaanurag,https://www.youtube.com/watch?v=Vev2ybF2Z6g,this rohan guy is pissing me off 6 years later,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",53,rohan guy pissing 6 years later,2
54,YouTube,@shivanyaanurag,https://www.youtube.com/watch?v=Vev2ybF2Z6g,he has given such excellent performances and yet we have failed him again and again as audience....jagga jasoos and tamasha are comfort movies for 75% of my generation today...,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",54,given excellent performances yet failed audience jagga jasoos tamasha comfort movies 75 generation today,2
55,YouTube,@paritoshkambli1917,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Rohan joshi bailya,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",55,rohan joshi bailya,2
56,YouTube,@socialmediateam7932,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"Im from the future , he&#39;s going to marry alia bhatt  in 2022, he&#39;s father no more PASSED AWAY in 2021 , let me know if u need any info from future",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",56,im future 39 going marry alia bhatt 2022 39 father passed away 2021 let know u need info future,2
57,YouTube,@ivancoutinho6900,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Wtf Rohan Joshi Asways pokes in between,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",57,wtf rohan joshi asways pokes,2
58,YouTube,@subhajitdas3828,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Versatile actor Ranbir,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",58,versatile actor ranbir,2
59,YouTube,@ShrishtiMeena-qm7vw,https://www.youtube.com/watch?v=Vev2ybF2Z6g,what was he going to say after PS,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",59,going say ps,2
60,YouTube,@jyotihalder7258,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"are Bhai ek saath hi sab bhen bhen kyun karne lagte ho, khud hi bna ke khud hi sun lia Karo, sach mein poore hi bak***d ho",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",60,bhai ek saath hi sab bhen bhen kyun karne lagte ho khud hi bna ke khud hi sun lia karo sach mein poore hi bak ho,2
61,YouTube,@ABCXYZ-gg4vn,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"I&#39;m a huge SRK fan but I do not agree with SRK on his statement &quot;I&#39;m the last of stars&quot;. It makes him look arrogant and stardom getting into his head, stars should be humble like Big B Amitabh who never considers himself great. I can see RK ❤ following the same footsteps of being the next GOAT.  If Amitabh sir is Shaheensha and Shahrukh Khan is Baadshah then Shri Ranbir Kapoor is the Prince of Hindi Film Industry who is for sure future 👑 of the industry. <br><br>If looked from acting perspective (without considering stardom) then RK❤ is surely in a different league from all the superstars.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",61,39 huge srk fan agree srk statement quot 39 last stars quot makes look arrogant stardom getting head stars humble like big b amitabh never considers great see rk following footsteps next goat amitabh sir shaheensha shahrukh khan baadshah shri ranbir kapoor prince hindi film industry sure future industry br br looked acting perspective without considering stardom rk surely different league superstars,2
62,YouTube,@harsheetchawaria1572,https://www.youtube.com/watch?v=Vev2ybF2Z6g,❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",62,,2
63,YouTube,@SG-zk4ot,https://www.youtube.com/watch?v=Vev2ybF2Z6g,revive this account Tanmay,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",63,revive account tanmay,2
64,YouTube,@ABCXYZ-gg4vn,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"If I have to make a poster of the &quot;Commercial Hindi Film Industry&quot; it&#39;s the showman Raj Kapoor, Tragedy king Dilip Kumar, Superstar Rajesh khanna, Big B Amitabh Bachchan, Dilwale Shahrukh Khan and the Raymond Ranbir Kapoor ❤",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",64,make poster quot commercial hindi film industry quot 39 showman raj kapoor tragedy king dilip kumar superstar rajesh khanna big b amitabh bachchan dilwale shahrukh khan raymond ranbir kapoor,2
65,YouTube,@brvh.community,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"In retrospect, Khamba’s “I made it, now I can talk shit” insolence is highlighted way too frequently here to not be alarmed. Tanmay, Rohan and Ranbir you all have aged gracefully. Shakya, you absolute legend!",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",65,retrospect khamba made talk shit insolence highlighted way frequently alarmed tanmay rohan ranbir aged gracefully shakya absolute legend,2
66,YouTube,@amithbinesh1723,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Rohans on Meth,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",66,rohans meth,2
67,YouTube,@harsheetkedia9545,https://www.youtube.com/watch?v=Vev2ybF2Z6g,I am ashish shakya of my group,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",67,ashish shakya group,2
68,YouTube,@imranZmehdi,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1250"">20:50</a> - We missed his PS because of that interrupting chutiya. BC manners kaha hai iske.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",68,href missed ps interrupting chutiya bc manners kaha hai iske,2
69,YouTube,@denoffitness3379,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Hindi m bol le bhai.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",69,hindi bol le bhai,2
70,YouTube,@zannatintajree4103,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"Can somebody explain the dvd thing for me, please?",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",70,somebody explain dvd thing please,2
71,YouTube,@abhinavgiriproperties,https://www.youtube.com/watch?v=Vev2ybF2Z6g,AIB was way ahead of its time.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",71,aib way ahead time,2
72,YouTube,@ynr_india_bong_bro,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"This guy is not at all a nepotism product. <br>He hasn&#39;t done any flop movies, our audiences were just so fragile too understand his performance and stories",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",72,guy nepotism product br 39 done flop movies audiences fragile understand performance stories,2
73,YouTube,@maddy9538,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Rohan Joshi - most unfunny guy in AIB,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",73,rohan joshi unfunny guy aib,2
74,YouTube,@Mihran574,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=332"">5:32</a>  So down to earth for touching Tanmay&#39;s shoe❤",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",74,href earth touching tanmay 39 shoe,2
75,YouTube,@sumitkhyalia,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ignore your problems just like these guys ignored the guy in green t shirt,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",75,ignore problems like guys ignored guy green shirt,2
76,YouTube,@kashyapgoswami18,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"They started the podcast, roasts,skits everything we see now days on youtube",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",76,started podcast roasts skits everything see days youtube,2
77,YouTube,@kashyapgoswami18,https://www.youtube.com/watch?v=Vev2ybF2Z6g,2024,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",77,2024,2
78,YouTube,@rameshrygandhi3517,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"Gosh, I love RK💗🤌🏻",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",78,gosh love rk,2
79,YouTube,@mutantdino4372,https://www.youtube.com/watch?v=Vev2ybF2Z6g,6 saal pehle podcast? AIB ahead of its time,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",79,6 saal pehle podcast aib ahead time,2
80,YouTube,@vishpat001,https://www.youtube.com/watch?v=Vev2ybF2Z6g,We need you Back Chutsss!!,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",80,need back chutsss,2
81,YouTube,@AmitheshM,https://www.youtube.com/watch?v=Vev2ybF2Z6g,I love shreerag,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",81,love shreerag,2
82,YouTube,@swarn6402,https://www.youtube.com/watch?v=Vev2ybF2Z6g,ROHAN JOSHI CHUP KAR,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",82,rohan joshi chup kar,2
83,YouTube,@ArvinderSingh-ij2le,https://www.youtube.com/watch?v=Vev2ybF2Z6g,He really touched Tanmay&#39;s shoe and!!! Touched his face immediately 🤣🤣🤣,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",83,really touched tanmay 39 shoe touched face immediately,3
84,YouTube,@rohannavgire1481,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Kitna interrupt karoge bc bolne do na uss ko,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",84,kitna interrupt karoge bc bolne na uss ko,3
85,YouTube,@sai6275,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Need a episode with this gang with Ranbir about Animal 🔥,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",85,need episode gang ranbir animal,3
86,YouTube,@AkashGaming-xr9nl,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Who shahraukh khan he is a dog who think he is a star but if a dog meets a tiger or a lion or leopard he would run so fastly I think shahraukh khan is this,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",86,shahraukh khan dog think star dog meets tiger lion leopard would run fastly think shahraukh khan,3
87,YouTube,@atlanarsimhareddy1477,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Take a shot every time he says prototype,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",87,take shot every time says prototype,3
